Region,State,AirportID,City,Airport_Name,S/L,Hub,Year,Boardings,PCT_Rise
SO,AL,BHM,Birmingham,Birmingham-Shuttlesworth International,P,S,2012,1412483,-0.01
SO,AL,BHM,Birmingham,Birmingham-Shuttlesworth International,P,S,2011,1429282,-0.01
SO,AL,BHM,Birmingham,Birmingham-Shuttlesworth International,P,S,2010,1443215,0
SO,AL,BHM,Birmingham,Birmingham-Shuttlesworth International,P,S,2009,1442155,-0.11
SO,AL,BHM,Birmingham,Birmingham-Shuttlesworth International,P,S,2008,1623506,-0.02
SO,AL,BHM,Birmingham,Birmingham-Shuttlesworth International,P,S,2007,1648476,0.06
SO,AL,BHM,Birmingham,Birmingham-Shuttlesworth International,P,S,2006,1551339,-0.03
NM,MT,BIL,Billings,Billings Logan International,P,S,2015,420426,0
NM,MT,BIL,Billings,Billings Logan International,P,S,2014,420113,0.08
NM,MT,BIL,Billings,Billings Logan International,P,S,2013,387773,-0.12
NM,MT,BIL,Billings,Billings Logan International,P,S,2012,440277,0.08
NM,MT,BIL,Billings,Billings Logan International,P,S,2011,407375,0.05
NM,MT,BIL,Billings,Billings Logan International,P,S,2010,388329,-0.02
NM,MT,BIL,Billings,Billings Logan International,P,S,2009,397073,-0.06
NM,MT,BIL,Billings,Billings Logan International,P,S,2008,422494,-0.01
NM,MT,BIL,Billings,Billings Logan International,P,S,2007,427389,0.06
NM,MT,BIL,Billings,Billings Logan International,P,S,2006,403645,0
GL,ND,BIS,Bismarck,Bismarck Municipal,P,N,2015,262469,0.06
GL,ND,BIS,Bismarck,Bismarck Municipal,P,N,2014,248316,0.04
GL,ND,BIS,Bismarck,Bismarck Municipal,P,N,2013,238929,0
GL,ND,BIS,Bismarck,Bismarck Municipal,P,N,2012,239018,0.21
GL,ND,BIS,Bismarck,Bismarck Municipal,P,N,2011,197181,0
GL,ND,BIS,Bismarck,Bismarck Municipal,P,N,2010,196285,0.07
GL,ND,BIS,Bismarck,Bismarck Municipal,P,N,2009,184103,0.03
GL,ND,BIS,Bismarck,Bismarck Municipal,P,N,2008,178005,-0.03
GL,ND,BIS,Bismarck,Bismarck Municipal,P,N,2007,182918,0.01
GL,ND,BIS,Bismarck,Bismarck Municipal,P,N,2006,181032,0.04
GL,MN,BJI,Bemidji,Bemidji Regional,P,N,2015,24765,0.06
GL,MN,BJI,Bemidji,Bemidji Regional,P,N,2014,23439,0.03
GL,MN,BJI,Bemidji,Bemidji Regional,P,N,2013,22819,0.02
GL,MN,BJI,Bemidji,Bemidji Regional,P,N,2012,22374,-0.06
GL,MN,BJI,Bemidji,Bemidji Regional,P,N,2011,23910,0.11
GL,MN,BJI,Bemidji,Bemidji Regional,P,N,2010,21498,-0.02
GL,MN,BJI,Bemidji,Bemidji Regional,P,N,2009,21934,0
GL,MN,BJI,Bemidji,Bemidji Regional,P,N,2008,22007,-0.01
GL,MN,BJI,Bemidji,Bemidji Regional,P,N,2007,22302,-0.14
GL,MN,BJI,Bemidji,Bemidji Regional,P,N,2006,26057,-0.12
NM,WA,BLI,Bellingham,Bellingham International,P,S,2015,447693,-0.18
NM,WA,BLI,Bellingham,Bellingham International,P,S,2014,543346,-0.09
NM,WA,BLI,Bellingham,Bellingham International,P,S,2013,596142,0.03
NM,WA,BLI,Bellingham,Bellingham International,P,S,2012,577028,0.12
NM,WA,BLI,Bellingham,Bellingham International,P,S,2011,515402,0.29
NM,WA,BLI,Bellingham,Bellingham International,P,S,2010,398368,0.22
NM,WA,BLI,Bellingham,Bellingham International,P,S,2009,326850,0.18
NM,WA,BLI,Bellingham,Bellingham International,P,S,2008,277281,0.16
NM,WA,BLI,Bellingham,Bellingham International,P,S,2007,238452,0.77
NM,WA,BLI,Bellingham,Bellingham International,P,S,2006,135129,0.33
GL,IL,BMI,Bloomington-Normal Airport,Central IL Regional Airport at Bloomington-Normal,P,N,2015,186633,-0.09
GL,IL,BMI,Bloomington-Normal Airport,Central IL Regional Airport at Bloomington-Normal,P,N,2014,204523,-0.04
GL,IL,BMI,Bloomington-Normal Airport,Central IL Regional Airport at Bloomington-Normal,P,N,2013,211957,-0.12
GL,IL,BMI,Bloomington-Normal Airport,Central IL Regional Airport at Bloomington-Normal,P,N,2012,240181,-0.16
GL,IL,BMI,Bloomington-Normal Airport,Central IL Regional Airport at Bloomington-Normal,P,N,2011,284852,0.04
GL,IL,BMI,Bloomington-Normal Airport,Central IL Regional Airport at Bloomington-Normal,P,N,2010,274677,0.13
GL,IL,BMI,Bloomington-Normal Airport,Central IL Regional Airport at Bloomington-Normal,P,N,2009,243448,-0.07
GL,IL,BMI,Bloomington-Normal Airport,Central IL Regional Airport at Bloomington-Normal,P,N,2008,262846,0
GL,IL,BMI,Bloomington-Normal Airport,Central IL Regional Airport at Bloomington-Normal,P,N,2007,262980,0.02
GL,IL,BMI,Bloomington-Normal Airport,Central IL Regional Airport at Bloomington-Normal,P,N,2006,256708,0.13
SO,TN,BNA,Nashville,Nashville International,P,M,2015,5715205,0.06
SO,TN,BNA,Nashville,Nashville International,P,M,2014,5396958,0.07
SO,TN,BNA,Nashville,Nashville International,P,M,2013,5050989,0.05
SO,TN,BNA,Nashville,Nashville International,P,M,2012,4797102,0.03
SO,TN,BNA,Nashville,Nashville International,P,M,2011,4673047,0.05
SO,TN,BNA,Nashville,Nashville International,P,M,2010,4432527,0.01
SO,TN,BNA,Nashville,Nashville International,P,M,2009,4385780,-0.06
SO,TN,BNA,Nashville,Nashville International,P,M,2008,4648000,-0.05
SO,TN,BNA,Nashville,Nashville International,P,M,2007,4887925,0.02
SO,TN,BNA,Nashville,Nashville International,P,M,2006,4779474,0.05
NM,ID,BOI,Boise,Boise Air Terminal/Gowen Field,P,S,2015,1487777,0.08
NM,ID,BOI,Boise,Boise Air Terminal/Gowen Field,P,S,2014,1378352,0.05
NM,ID,BOI,Boise,Boise Air Terminal/Gowen Field,P,S,2013,1313741,0
NM,ID,BOI,Boise,Boise Air Terminal/Gowen Field,P,S,2012,1307505,-0.06
NM,ID,BOI,Boise,Boise Air Terminal/Gowen Field,P,S,2011,1395554,-0.01
NM,ID,BOI,Boise,Boise Air Terminal/Gowen Field,P,S,2010,1406750,0
NM,ID,BOI,Boise,Boise Air Terminal/Gowen Field,P,S,2009,1400343,-0.11
NM,ID,BOI,Boise,Boise Air Terminal/Gowen Field,P,S,2008,1574210,-0.07
NM,ID,BOI,Boise,Boise Air Terminal/Gowen Field,P,S,2007,1689046,0.02
NM,ID,BOI,Boise,Boise Air Terminal/Gowen Field,P,S,2006,1656677,0.05
NE,MA,BOS,Boston,General Edward Lawrence Logan International,P,L,2015,16290362,0.05
NE,MA,BOS,Boston,General Edward Lawrence Logan International,P,L,2014,15507561,0.05
NE,MA,BOS,Boston,General Edward Lawrence Logan International,P,L,2013,14810153,0.04
NE,MA,BOS,Boston,General Edward Lawrence Logan International,P,L,2012,14293695,0.01
NE,MA,BOS,Boston,General Edward Lawrence Logan International,P,L,2011,14180730,0.05
NE,MA,BOS,Boston,General Edward Lawrence Logan International,P,L,2010,13561814,0.08
NE,MA,BOS,Boston,General Edward Lawrence Logan International,P,L,2009,12566797,-0.02
NE,MA,BOS,Boston,General Edward Lawrence Logan International,P,L,2008,12820489,-0.07
NE,MA,BOS,Boston,General Edward Lawrence Logan International,P,L,2007,13783297,0.02
NE,MA,BOS,Boston,General Edward Lawrence Logan International,P,L,2006,13544552,0.02
SW,TX,BPT,Beaumont,Jack Brooks Regional,P,N,2015,33747,-0.12
SW,TX,BPT,Beaumont,Jack Brooks Regional,P,N,2014,38213,0.07
SW,TX,BPT,Beaumont,Jack Brooks Regional,P,N,2013,35790,5.42
SW,TX,BPT,Beaumont,Jack Brooks Regional,P,N,2012,5571,-0.59
SW,TX,BPT,Beaumont,Jack Brooks Regional,P,N,2011,13670,-0.21
SW,TX,BPT,Beaumont,Jack Brooks Regional,P,N,2010,17394,-0.18
SW,TX,BPT,Beaumont,Jack Brooks Regional,P,N,2009,21208,-0.24
SW,TX,BPT,Beaumont,Jack Brooks Regional,P,N,2008,28086,-0.19
SW,TX,BPT,Beaumont,Jack Brooks Regional,P,N,2007,34806,-0.1
SW,TX,BPT,Beaumont,Jack Brooks Regional,P,N,2006,38626,-0.16
SO,GA,BQK,Brunswick,Brunswick Golden Isles,P,N,2015,34561,0.06
SO,GA,BQK,Brunswick,Brunswick Golden Isles,P,N,2014,32579,0
SO,GA,BQK,Brunswick,Brunswick Golden Isles,P,N,2013,32450,0.04
SO,GA,BQK,Brunswick,Brunswick Golden Isles,P,N,2012,31284,-0.01
SO,GA,BQK,Brunswick,Brunswick Golden Isles,P,N,2011,31655,0.05
SO,GA,BQK,Brunswick,Brunswick Golden Isles,P,N,2010,30059,0.08
SO,GA,BQK,Brunswick,Brunswick Golden Isles,P,N,2009,27901,-0.06
SO,GA,BQK,Brunswick,Brunswick Golden Isles,P,N,2008,29594,0.23
SO,GA,BQK,Brunswick,Brunswick Golden Isles,P,N,2007,24153,-0.1
SO,GA,BQK,Brunswick,Brunswick Golden Isles,P,N,2006,26725,-0.28
SO,PR,BQN,Aguadilla,Rafael Hernandez,P,N,2015,202197,-0.05
SO,PR,BQN,Aguadilla,Rafael Hernandez,P,N,2014,212239,0.05
SO,PR,BQN,Aguadilla,Rafael Hernandez,P,N,2013,201453,-0.07
SO,PR,BQN,Aguadilla,Rafael Hernandez,P,N,2012,215448,-0.07
SO,PR,BQN,Aguadilla,Rafael Hernandez,P,N,2011,230556,-0.05
SO,PR,BQN,Aguadilla,Rafael Hernandez,P,N,2010,241976,0.07
SO,PR,BQN,Aguadilla,Rafael Hernandez,P,N,2009,225924,-0.06
SO,PR,BQN,Aguadilla,Rafael Hernandez,P,N,2008,240270,0.23
SO,PR,BQN,Aguadilla,Rafael Hernandez,P,N,2007,196018,0.12
SO,PR,BQN,Aguadilla,Rafael Hernandez,P,N,2006,174400,0.43
GL,MN,BRD,Brainerd,Brainerd Lakes Regional,P,N,2015,18200,0.06
GL,MN,BRD,Brainerd,Brainerd Lakes Regional,P,N,2014,17160,0.1
GL,MN,BRD,Brainerd,Brainerd Lakes Regional,P,N,2013,15654,0
GL,MN,BRD,Brainerd,Brainerd Lakes Regional,P,N,2012,15630,-0.11
GL,MN,BRD,Brainerd,Brainerd Lakes Regional,P,N,2011,17574,0.07
GL,MN,BRD,Brainerd,Brainerd Lakes Regional,P,N,2010,16404,0.06
GL,MN,BRD,Brainerd,Brainerd Lakes Regional,P,N,2009,15472,-0.07
GL,MN,BRD,Brainerd,Brainerd Lakes Regional,P,N,2008,16665,-0.1
GL,MN,BRD,Brainerd,Brainerd Lakes Regional,P,N,2007,18600,-0.03
GL,MN,BRD,Brainerd,Brainerd Lakes Regional,P,N,2006,19206,-0.07
SW,TX,BRO,Brownsville,Brownsville/South Padre Island International,P,N,2015,143353,-0.22
SW,TX,BRO,Brownsville,Brownsville/South Padre Island International,P,N,2014,183604,0.82
SW,TX,BRO,Brownsville,Brownsville/South Padre Island International,P,N,2013,100793,0.17
SW,TX,BRO,Brownsville,Brownsville/South Padre Island International,P,N,2012,86090,0.01
SW,TX,BRO,Brownsville,Brownsville/South Padre Island International,P,N,2011,85244,0.01
SW,TX,BRO,Brownsville,Brownsville/South Padre Island International,P,N,2010,84401,0.05
SW,TX,BRO,Brownsville,Brownsville/South Padre Island International,P,N,2009,80350,-0.03
SW,TX,BRO,Brownsville,Brownsville/South Padre Island International,P,N,2008,82723,-0.09
SW,TX,BRO,Brownsville,Brownsville/South Padre Island International,P,N,2007,91258,0.01
SW,TX,BRO,Brownsville,Brownsville/South Padre Island International,P,N,2006,90580,0.18
AL,AK,BRW,Barrow,Wiley Post-Will Rogers Memorial,P,N,2015,47676,-0.16
AL,AK,BRW,Barrow,Wiley Post-Will Rogers Memorial,P,N,2014,56995,0.11
AL,AK,BRW,Barrow,Wiley Post-Will Rogers Memorial,P,N,2013,51568,0.18
AL,AK,BRW,Barrow,Wiley Post-Will Rogers Memorial,P,N,2012,43673,0.06
AL,AK,BRW,Barrow,Wiley Post-Will Rogers Memorial,P,N,2011,41083,0.02
AL,AK,BRW,Barrow,Wiley Post-Will Rogers Memorial,P,N,2010,40141,0.02
AL,AK,BRW,Barrow,Wiley Post-Will Rogers Memorial,P,N,2009,39494,-0.03
AL,AK,BRW,Barrow,Wiley Post-Will Rogers Memorial,P,N,2008,40674,0.04
AL,AK,BRW,Barrow,Wiley Post-Will Rogers Memorial,P,N,2007,39009,0
AL,AK,BRW,Barrow,Wiley Post-Will Rogers Memorial,P,N,2006,39183,0.07
NM,MT,BTM,Butte,Bert Mooney,P,N,2015,27448,-0.08
NM,MT,BTM,Butte,Bert Mooney,P,N,2014,29738,0.01
NM,MT,BTM,Butte,Bert Mooney,P,N,2013,29490,0.41
NM,MT,BTM,Butte,Bert Mooney,P,N,2012,20895,-0.16
NM,MT,BTM,Butte,Bert Mooney,P,N,2011,24806,-0.02
NM,MT,BTM,Butte,Bert Mooney,P,N,2010,25433,0.01
NM,MT,BTM,Butte,Bert Mooney,P,N,2009,25178,-0.17
NM,MT,BTM,Butte,Bert Mooney,P,N,2008,30431,-0.17
NM,MT,BTM,Butte,Bert Mooney,P,N,2007,36844,-0.02
NM,MT,BTM,Butte,Bert Mooney,P,N,2006,37635,-0.12
SW,LA,BTR,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",P,N,2015,366102,-0.04
SW,LA,BTR,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",P,N,2014,380153,-0.05
SW,LA,BTR,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",P,N,2013,400712,-0.01
SW,LA,BTR,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",P,N,2012,406318,0.03
SW,LA,BTR,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",P,N,2011,396403,0.04
SW,LA,BTR,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",P,N,2010,382687,0.1
SW,LA,BTR,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",P,N,2009,347815,-0.17
SW,LA,BTR,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",P,N,2008,416568,-0.14
SW,LA,BTR,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",P,N,2007,482253,-0.09
SW,LA,BTR,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",P,N,2006,526998,0.02
NE,VT,BTV,Burlington,Burlington International,P,S,2015,581143,-0.04
NE,VT,BTV,Burlington,Burlington International,P,S,2014,602932,-0.01
NE,VT,BTV,Burlington,Burlington International,P,S,2013,606503,-0.01
NE,VT,BTV,Burlington,Burlington International,P,S,2012,615026,-0.03
NE,VT,BTV,Burlington,Burlington International,P,S,2011,636019,-0.01
NE,VT,BTV,Burlington,Burlington International,P,S,2010,640790,-0.09
NE,VT,BTV,Burlington,Burlington International,P,S,2009,700592,-0.06
NE,VT,BTV,Burlington,Burlington International,P,S,2008,747559,0.06
NE,VT,BTV,Burlington,Burlington International,P,S,2007,703186,0.03
NE,VT,BTV,Burlington,Burlington International,P,S,2006,681678,-0.01
EA,NY,BUF,Buffalo,Buffalo Niagara International,P,M,2015,2336431,-0.02
EA,NY,BUF,Buffalo,Buffalo Niagara International,P,M,2014,2378469,-0.07
EA,NY,BUF,Buffalo,Buffalo Niagara International,P,M,2013,2567594,-0.01
EA,NY,BUF,Buffalo,Buffalo Niagara International,P,M,2012,2592630,0
EA,NY,BUF,Buffalo,Buffalo Niagara International,P,M,2011,2582597,-0.01
EA,NY,BUF,Buffalo,Buffalo Niagara International,P,M,2010,2602968,-0.02
EA,NY,BUF,Buffalo,Buffalo Niagara International,P,M,2009,2657467,-0.03
EA,NY,BUF,Buffalo,Buffalo Niagara International,P,M,2008,2744501,0.03
EA,NY,BUF,Buffalo,Buffalo Niagara International,P,M,2007,2677183,0.06
EA,NY,BUF,Buffalo,Buffalo Niagara International,P,M,2006,2522123,0.03
WP,CA,BUR,Burbank,Bob Hope,P,S,2015,1973897,0.02
WP,CA,BUR,Burbank,Bob Hope,P,S,2014,1928491,0.01
WP,CA,BUR,Burbank,Bob Hope,P,S,2013,1918011,-0.05
WP,CA,BUR,Burbank,Bob Hope,P,S,2012,2027203,-0.05
WP,CA,BUR,Burbank,Bob Hope,P,S,2011,2144915,-0.04
WP,CA,BUR,Burbank,Bob Hope,P,S,2010,2239804,-0.02
WP,CA,BUR,Burbank,Bob Hope,P,S,2009,2294991,-0.13
WP,CA,BUR,Burbank,Bob Hope,P,S,2008,2647287,-0.1
WP,CA,BUR,Burbank,Bob Hope,P,S,2007,2950652,0.04
WP,CA,BUR,Burbank,Bob Hope,P,S,2006,2836413,0.03
EA,MD,BWI,Glen Burnie,Baltimore/Washington International Thurgood Marshall,P,L,2015,11738845,0.07
EA,MD,BWI,Glen Burnie,Baltimore/Washington International Thurgood Marshall,P,L,2014,11022200,-0.01
EA,MD,BWI,Glen Burnie,Baltimore/Washington International Thurgood Marshall,P,L,2013,11132731,0
EA,MD,BWI,Glen Burnie,Baltimore/Washington International Thurgood Marshall,P,L,2012,11186444,0.01
EA,MD,BWI,Glen Burnie,Baltimore/Washington International Thurgood Marshall,P,L,2011,11067319,0.02
EA,MD,BWI,Glen Burnie,Baltimore/Washington International Thurgood Marshall,P,L,2010,10848633,0.05
EA,MD,BWI,Glen Burnie,Baltimore/Washington International Thurgood Marshall,P,L,2009,10338950,0.01
EA,MD,BWI,Glen Burnie,Baltimore/Washington International Thurgood Marshall,P,L,2008,10215225,-0.03
EA,MD,BWI,Glen Burnie,Baltimore/Washington International Thurgood Marshall,P,L,2007,10487789,0.02
EA,MD,BWI,Glen Burnie,Baltimore/Washington International Thurgood Marshall,P,L,2006,10297607,0.05
NM,MT,BZN,Bozeman,Bozeman Yellowstone International,P,S,2015,512042,0.06
NM,MT,BZN,Bozeman,Bozeman Yellowstone International,P,S,2014,482683,0.09
NM,MT,BZN,Bozeman,Bozeman Yellowstone International,P,S,2013,442075,0.02
NM,MT,BZN,Bozeman,Bozeman Yellowstone International,P,S,2012,434038,0.09
NM,MT,BZN,Bozeman,Bozeman Yellowstone International,P,S,2011,397870,0.09
NM,MT,BZN,Bozeman,Bozeman Yellowstone International,P,S,2010,364521,0.06
NM,MT,BZN,Bozeman,Bozeman Yellowstone International,P,S,2009,343754,-0.02
NM,MT,BZN,Bozeman,Bozeman Yellowstone International,P,S,2008,349550,0.04
NM,MT,BZN,Bozeman,Bozeman Yellowstone International,P,S,2007,335642,0.06
NM,MT,BZN,Bozeman,Bozeman Yellowstone International,P,S,2006,318115,-0.05
SO,SC,CAE,Columbia,Columbia Metropolitan,P,S,2015,533575,0.07
SO,SC,CAE,Columbia,Columbia Metropolitan,P,S,2014,498151,0.02
SO,SC,CAE,Columbia,Columbia Metropolitan,P,S,2013,487180,0
SO,SC,CAE,Columbia,Columbia Metropolitan,P,S,2012,487435,0
SO,SC,CAE,Columbia,Columbia Metropolitan,P,S,2011,487474,0
SO,SC,CAE,Columbia,Columbia Metropolitan,P,S,2010,486879,-0.07
SO,SC,CAE,Columbia,Columbia Metropolitan,P,S,2009,521165,-0.08
SO,SC,CAE,Columbia,Columbia Metropolitan,P,S,2008,565938,-0.09
SO,SC,CAE,Columbia,Columbia Metropolitan,P,S,2007,620918,-0.02
SO,SC,CAE,Columbia,Columbia Metropolitan,P,S,2006,633835,-0.13
GL,OH,CAK,Akron,Akron-Canton Regional,P,S,2015,759335,-0.02
GL,OH,CAK,Akron,Akron-Canton Regional,P,S,2014,771155,-0.09
GL,OH,CAK,Akron,Akron-Canton Regional,P,S,2013,851809,-0.06
GL,OH,CAK,Akron,Akron-Canton Regional,P,S,2012,910712,0.12
GL,OH,CAK,Akron,Akron-Canton Regional,P,S,2011,814243,0.06
GL,OH,CAK,Akron,Akron-Canton Regional,P,S,2010,771107,0.08
GL,OH,CAK,Akron,Akron-Canton Regional,P,S,2009,715367,-0.01
GL,OH,CAK,Akron,Akron-Canton Regional,P,S,2008,722337,0.04
GL,OH,CAK,Akron,Akron-Canton Regional,P,S,2007,691603,-0.03
GL,OH,CAK,Akron,Akron-Canton Regional,P,S,2006,710337,0
AL,AK,CDV,Cordova,Merle K (Mudhole) Smith,P,N,2015,16997,0.17
AL,AK,CDV,Cordova,Merle K (Mudhole) Smith,P,N,2014,14479,-0.08
AL,AK,CDV,Cordova,Merle K (Mudhole) Smith,P,N,2013,15772,-0.02
AL,AK,CDV,Cordova,Merle K (Mudhole) Smith,P,N,2012,16061,-0.09
AL,AK,CDV,Cordova,Merle K (Mudhole) Smith,P,N,2011,17731,-0.01
AL,AK,CDV,Cordova,Merle K (Mudhole) Smith,P,N,2010,17856,0.16
AL,AK,CDV,Cordova,Merle K (Mudhole) Smith,P,N,2009,15372,-0.08
AL,AK,CDV,Cordova,Merle K (Mudhole) Smith,P,N,2008,16640,-0.01
AL,AK,CDV,Cordova,Merle K (Mudhole) Smith,P,N,2007,16759,-0.04
AL,AK,CDV,Cordova,Merle K (Mudhole) Smith,P,N,2006,17442,-0.11
WP,CA,CEC,Crescent City,Jack McNamara Field,CS,None,2015,4915,-0.64
WP,CA,CEC,Crescent City,Jack McNamara Field,CS,None,2014,13701,0.13
WP,CA,CEC,Crescent City,Jack McNamara Field,CS,None,2013,12136,-0.03
WP,CA,CEC,Crescent City,Jack McNamara Field,CS,None,2012,12547,-0.16
WP,CA,CEC,Crescent City,Jack McNamara Field,CS,None,2011,14887,0.04
WP,CA,CEC,Crescent City,Jack McNamara Field,CS,None,2010,14341,0.25
WP,CA,CEC,Crescent City,Jack McNamara Field,CS,None,2009,11490,-0.08
WP,CA,CEC,Crescent City,Jack McNamara Field,CS,None,2008,12541,-0.08
WP,CA,CEC,Crescent City,Jack McNamara Field,CS,None,2007,13694,0.14
WP,CA,CEC,Crescent City,Jack McNamara Field,CS,None,2006,12009,0.03
SO,TN,CHA,Chattanooga,Lovell Field,P,N,2015,393680,0.11
SO,TN,CHA,Chattanooga,Lovell Field,P,N,2014,356077,0.14
SO,TN,CHA,Chattanooga,Lovell Field,P,N,2013,312873,0
SO,TN,CHA,Chattanooga,Lovell Field,P,N,2012,313861,0.03
SO,TN,CHA,Chattanooga,Lovell Field,P,N,2011,304399,0.04
SO,TN,CHA,Chattanooga,Lovell Field,P,N,2010,292830,-0.06
SO,TN,CHA,Chattanooga,Lovell Field,P,N,2009,311399,0.04
SO,TN,CHA,Chattanooga,Lovell Field,P,N,2008,300796,0
SO,TN,CHA,Chattanooga,Lovell Field,P,N,2007,301803,0.22
SO,TN,CHA,Chattanooga,Lovell Field,P,N,2006,246893,-0.01
EA,VA,CHO,Charlottesville-Albemarle Airport,Charlottesville-Albemarle,P,N,2015,274767,0.1
EA,VA,CHO,Charlottesville-Albemarle Airport,Charlottesville-Albemarle,P,N,2014,250666,0.09
EA,VA,CHO,Charlottesville-Albemarle Airport,Charlottesville-Albemarle,P,N,2013,230699,0
EA,VA,CHO,Charlottesville-Albemarle Airport,Charlottesville-Albemarle,P,N,2012,230097,0.06
EA,VA,CHO,Charlottesville-Albemarle Airport,Charlottesville-Albemarle,P,N,2011,216957,0.1
EA,VA,CHO,Charlottesville-Albemarle Airport,Charlottesville-Albemarle,P,N,2010,197776,0.1
EA,VA,CHO,Charlottesville-Albemarle Airport,Charlottesville-Albemarle,P,N,2009,180462,0.06
EA,VA,CHO,Charlottesville-Albemarle Airport,Charlottesville-Albemarle,P,N,2008,169843,-0.09
EA,VA,CHO,Charlottesville-Albemarle Airport,Charlottesville-Albemarle,P,N,2007,187078,0.01
EA,VA,CHO,Charlottesville-Albemarle Airport,Charlottesville-Albemarle,P,N,2006,185891,-0.06
SO,SC,CHS,Charleston,Charleston AFB/International,P,S,2015,1669988,0.08
SO,SC,CHS,Charleston,Charleston AFB/International,P,S,2014,1539326,0.07
SO,SC,CHS,Charleston,Charleston AFB/International,P,S,2013,1441415,0.12
SO,SC,CHS,Charleston,Charleston AFB/International,P,S,2012,1283970,0.03
SO,SC,CHS,Charleston,Charleston AFB/International,P,S,2011,1247459,0.23
SO,SC,CHS,Charleston,Charleston AFB/International,P,S,2010,1013418,-0.07
SO,SC,CHS,Charleston,Charleston AFB/International,P,S,2009,1095038,-0.07
SO,SC,CHS,Charleston,Charleston AFB/International,P,S,2008,1174667,0.03
SO,SC,CHS,Charleston,Charleston AFB/International,P,S,2007,1145129,0.21
SO,SC,CHS,Charleston,Charleston AFB/International,P,S,2006,944143,-0.12
CE,IA,CID,Cedar Rapids,The Eastern Iowa,P,S,2015,557383,-0.02
CE,IA,CID,Cedar Rapids,The Eastern Iowa,P,S,2014,570571,0.1
CE,IA,CID,Cedar Rapids,The Eastern Iowa,P,S,2013,520360,0.06
CE,IA,CID,Cedar Rapids,The Eastern Iowa,P,S,2012,491806,0.14
CE,IA,CID,Cedar Rapids,The Eastern Iowa,P,S,2011,431874,-0.07
CE,IA,CID,Cedar Rapids,The Eastern Iowa,P,S,2010,462670,-0.02
CE,IA,CID,Cedar Rapids,The Eastern Iowa,P,S,2009,474508,-0.05
CE,IA,CID,Cedar Rapids,The Eastern Iowa,P,S,2008,499600,-0.06
CE,IA,CID,Cedar Rapids,The Eastern Iowa,P,S,2007,530417,0.03
CE,IA,CID,Cedar Rapids,The Eastern Iowa,P,S,2006,516095,0.03
GL,MI,CIU,Sault Ste. Marie,Chippewa County International,P,N,2015,22687,0.06
GL,MI,CIU,Sault Ste. Marie,Chippewa County International,P,N,2014,21385,-0.02
GL,MI,CIU,Sault Ste. Marie,Chippewa County International,P,N,2013,21827,0.1
GL,MI,CIU,Sault Ste. Marie,Chippewa County International,P,N,2012,19824,0.06
GL,MI,CIU,Sault Ste. Marie,Chippewa County International,P,N,2011,18717,0.3
GL,MI,CIU,Sault Ste. Marie,Chippewa County International,P,N,2010,14349,0.09
GL,MI,CIU,Sault Ste. Marie,Chippewa County International,P,N,2009,13173,-0.01
GL,MI,CIU,Sault Ste. Marie,Chippewa County International,P,N,2008,13269,-0.03
GL,MI,CIU,Sault Ste. Marie,Chippewa County International,P,N,2007,13733,0.01
GL,MI,CIU,Sault Ste. Marie,Chippewa County International,P,N,2006,13626,-0.12
EA,WV,CKB,Clarksburg,North Central West Virginia,P,N,2015,24087,0.09
EA,WV,CKB,Clarksburg,North Central West Virginia,P,N,2014,22037,1.03
EA,WV,CKB,Clarksburg,North Central West Virginia,P,N,2013,10831,0.07
EA,WV,CKB,Clarksburg,North Central West Virginia,P,N,2012,10153,-0.15
EA,WV,CKB,Clarksburg,North Central West Virginia,P,N,2011,12012,0.12
EA,WV,CKB,Clarksburg,North Central West Virginia,P,N,2010,10694,0.04
EA,WV,CKB,Clarksburg,North Central West Virginia,P,N,2009,10234,-0.01
EA,WV,CKB,Clarksburg,North Central West Virginia,P,N,2008,10344,1.15
EA,WV,CKB,Clarksburg,North Central West Virginia,P,N,2007,4813,-0.12
EA,WV,CKB,Clarksburg,North Central West Virginia,P,N,2006,5477,-0.44
GL,OH,CLE,Cleveland,Cleveland-Hopkins International,P,M,2015,3916922,0.06
GL,OH,CLE,Cleveland,Cleveland-Hopkins International,P,M,2014,3686315,-0.16
GL,OH,CLE,Cleveland,Cleveland-Hopkins International,P,M,2013,4375448,0.01
GL,OH,CLE,Cleveland,Cleveland-Hopkins International,P,M,2012,4346941,-0.01
GL,OH,CLE,Cleveland,Cleveland-Hopkins International,P,M,2011,4401033,-0.04
GL,OH,CLE,Cleveland,Cleveland-Hopkins International,P,M,2010,4591097,-0.02
GL,OH,CLE,Cleveland,Cleveland-Hopkins International,P,M,2009,4704329,-0.13
GL,OH,CLE,Cleveland,Cleveland-Hopkins International,P,M,2008,5387625,-0.03
GL,OH,CLE,Cleveland,Cleveland-Hopkins International,P,M,2007,5571219,0.02
